# ping_ms_low,std_ms_low,loss_low,ping_ms_high,std_ms_high,loss_high,cellProb
1.001000000000000085e+02,0.000000000000000000e+00,2.499999999999999792e-02,1.501500000000000057e+02,5.004999999999999716e+01,5.000000000000000278e-02,0.000000000000000000e+00
1.001000000000000085e+02,0.000000000000000000e+00,4.999999999999999584e-02,1.501500000000000057e+02,5.004999999999999716e+01,7.499999999999999722e-02,0.000000000000000000e+00
1.001000000000000085e+02,0.000000000000000000e+00,7.499999999999999722e-02,1.501500000000000057e+02,5.004999999999999716e+01,1.000000000000000056e-01,3.225396825396825273e-03
1.001000000000000085e+02,0.000000000000000000e+00,9.999999999999999167e-02,1.501500000000000057e+02,5.004999999999999716e+01,1.250000000000000000e-01,0.000000000000000000e+00
1.001000000000000085e+02,0.000000000000000000e+00,1.249999999999999861e-01,1.501500000000000057e+02,5.004999999999999716e+01,1.499999999999999944e-01,0.000000000000000000e+00
1.001000000000000085e+02,0.000000000000000000e+00,1.499999999999999944e-01,1.501500000000000057e+02,5.004999999999999716e+01,1.749999999999999889e-01,7.619047619047619258e-04
1.001000000000000085e+02,0.000000000000000000e+00,1.749999999999999889e-01,1.501500000000000057e+02,5.004999999999999716e+01,1.999999999999999833e-01,0.000000000000000000e+00
1.001000000000000085e+02,0.000000000000000000e+00,1.999999999999999833e-01,1.501500000000000057e+02,5.004999999999999716e+01,2.249999999999999778e-01,0.000000000000000000e+00
1.001000000000000085e+02,0.000000000000000000e+00,2.249999999999999778e-01,1.501500000000000057e+02,5.004999999999999716e+01,2.499999999999999722e-01,4.571428571428571338e-04
1.001000000000000085e+02,0.000000000000000000e+00,2.499999999999999722e-01,1.501500000000000057e+02,5.004999999999999716e+01,2.749999999999999667e-01,0.000000000000000000e+00
1.001000000000000085e+02,0.000000000000000000e+00,2.749999999999999667e-01,1.501500000000000057e+02,5.004999999999999716e+01,2.999999999999999889e-01,1.523809523809523689e-04
1.001000000000000085e+02,0.000000000000000000e+00,2.999999999999999889e-01,1.501500000000000057e+02,5.004999999999999716e+01,3.250000000000000111e-01,0.000000000000000000e+00
1.001000000000000085e+02,0.000000000000000000e+00,3.249999999999999556e-01,1.501500000000000057e+02,5.004999999999999716e+01,3.499999999999999778e-01,2.539682539682539572e-04
1.001000000000000085e+02,0.000000000000000000e+00,3.499999999999999778e-01,1.501500000000000057e+02,5.004999999999999716e+01,3.750000000000000000e-01,0.000000000000000000e+00
1.001000000000000085e+02,0.000000000000000000e+00,3.749999999999999445e-01,1.501500000000000057e+02,5.004999999999999716e+01,3.999999999999999667e-01,1.523809523809523689e-04
1.001000000000000085e+02,0.000000000000000000e+00,3.999999999999999667e-01,1.501500000000000057e+02,5.004999999999999716e+01,4.249999999999999889e-01,2.539682539682539572e-04
1.001000000000000085e+02,0.000000000000000000e+00,4.249999999999999889e-01,1.501500000000000057e+02,5.004999999999999716e+01,4.500000000000000111e-01,1.015873015873015883e-04
1.001000000000000085e+02,0.000000000000000000e+00,4.499999999999999556e-01,1.501500000000000057e+02,5.004999999999999716e+01,4.749999999999999778e-01,2.793650793650793475e-04
1.001000000000000085e+02,0.000000000000000000e+00,4.749999999999999778e-01,1.501500000000000057e+02,5.004999999999999716e+01,5.000000000000000000e-01,0.000000000000000000e+00
1.501500000000000057e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.001999999999999886e+02,5.004999999999999716e+01,2.500000000000000139e-02,1.803174603174603069e-02
