# download_kbps_low,upload_kbps_low,ping_ms_low,download_kbps_high,upload_kbps_high,ping_ms_high,cellProb
5.000500000000000114e+02,0.000000000000000000e+00,9.009000000000000909e+02,1.000100000000000023e+03,5.000500000000000114e+02,9.509500000000000455e+02,5.224445928850510083e-06
5.000500000000000114e+02,0.000000000000000000e+00,9.509500000000000455e+02,1.000100000000000023e+03,5.000500000000000114e+02,1.001000000000000000e+03,4.478096510443294478e-06
1.000100000000000023e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.500150000000000091e+03,5.000500000000000114e+02,5.004999999999999716e+01,4.209634624642218798e-02
1.000100000000000023e+03,0.000000000000000000e+00,5.005000000000000426e+01,1.500150000000000091e+03,5.000500000000000114e+02,1.000999999999999943e+02,1.032201245657179273e-02
1.000100000000000023e+03,0.000000000000000000e+00,1.001000000000000085e+02,1.500150000000000091e+03,5.000500000000000114e+02,1.501500000000000057e+02,1.461352161241328412e-03
1.000100000000000023e+03,0.000000000000000000e+00,1.501500000000000057e+02,1.500150000000000091e+03,5.000500000000000114e+02,2.001999999999999886e+02,6.008112818178085960e-04
1.000100000000000023e+03,0.000000000000000000e+00,2.002000000000000171e+02,1.500150000000000091e+03,5.000500000000000114e+02,2.502500000000000000e+02,3.440670818857264278e-04
1.000100000000000023e+03,0.000000000000000000e+00,2.502500000000000284e+02,1.500150000000000091e+03,5.000500000000000114e+02,3.003000000000000114e+02,1.582260767023297354e-04
1.000100000000000023e+03,0.000000000000000000e+00,3.003000000000000114e+02,1.500150000000000091e+03,5.000500000000000114e+02,3.503500000000000227e+02,1.612114743759585978e-04
1.000100000000000023e+03,0.000000000000000000e+00,3.503500000000000227e+02,1.500150000000000091e+03,5.000500000000000114e+02,4.004000000000000341e+02,3.209302499151027780e-05
1.000100000000000023e+03,0.000000000000000000e+00,4.004000000000000341e+02,1.500150000000000091e+03,5.000500000000000114e+02,4.504500000000000455e+02,2.089778371540204033e-05
1.000100000000000023e+03,0.000000000000000000e+00,4.504500000000000455e+02,1.500150000000000091e+03,5.000500000000000114e+02,5.005000000000000568e+02,2.089778371540204033e-05
1.000100000000000023e+03,0.000000000000000000e+00,5.005000000000000568e+02,1.500150000000000091e+03,5.000500000000000114e+02,5.505500000000000682e+02,1.940508487858760912e-05
1.000100000000000023e+03,0.000000000000000000e+00,5.505500000000000682e+02,1.500150000000000091e+03,5.000500000000000114e+02,6.006000000000000227e+02,1.343428953132988259e-05
1.000100000000000023e+03,0.000000000000000000e+00,6.006000000000000227e+02,1.500150000000000091e+03,5.000500000000000114e+02,6.506499999999999773e+02,9.702542439293804561e-06
1.000100000000000023e+03,0.000000000000000000e+00,6.506500000000000909e+02,1.500150000000000091e+03,5.000500000000000114e+02,7.007000000000000455e+02,2.388318138903090275e-05
1.000100000000000023e+03,0.000000000000000000e+00,7.007000000000000455e+02,1.500150000000000091e+03,5.000500000000000114e+02,7.507500000000000000e+02,2.686857906265976517e-05
1.000100000000000023e+03,0.000000000000000000e+00,7.507500000000001137e+02,1.500150000000000091e+03,5.000500000000000114e+02,8.008000000000000682e+02,1.567333778655153110e-05
1.000100000000000023e+03,0.000000000000000000e+00,8.008000000000000682e+02,1.500150000000000091e+03,5.000500000000000114e+02,8.508500000000000227e+02,1.119524127610823577e-05
1.000100000000000023e+03,0.000000000000000000e+00,8.508500000000000227e+02,1.500150000000000091e+03,5.000500000000000114e+02,9.008999999999999773e+02,5.970795347257725688e-06
1.000100000000000023e+03,0.000000000000000000e+00,9.009000000000000909e+02,1.500150000000000091e+03,5.000500000000000114e+02,9.509500000000000455e+02,3.731747092036078449e-06
1.000100000000000023e+03,0.000000000000000000e+00,9.509500000000000455e+02,1.500150000000000091e+03,5.000500000000000114e+02,1.001000000000000000e+03,5.224445928850510083e-06
1.500150000000000091e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000200000000000045e+03,5.000500000000000114e+02,5.004999999999999716e+01,2.337417108567717977e-02
1.500150000000000091e+03,0.000000000000000000e+00,5.005000000000000426e+01,2.000200000000000045e+03,5.000500000000000114e+02,1.000999999999999943e+02,5.870784525191158343e-03
1.500150000000000091e+03,0.000000000000000000e+00,1.001000000000000085e+02,2.000200000000000045e+03,5.000500000000000114e+02,1.501500000000000057e+02,6.844024166794168522e-04
1.500150000000000091e+03,0.000000000000000000e+00,1.501500000000000057e+02,2.000200000000000045e+03,5.000500000000000114e+02,2.001999999999999886e+02,2.492807057480100528e-04
1.500150000000000091e+03,0.000000000000000000e+00,2.002000000000000171e+02,2.000200000000000045e+03,5.000500000000000114e+02,2.502500000000000000e+02,1.425527389157782009e-04
1.500150000000000091e+03,0.000000000000000000e+00,2.502500000000000284e+02,2.000200000000000045e+03,5.000500000000000114e+02,3.003000000000000114e+02,7.687399009594321410e-05
1.500150000000000091e+03,0.000000000000000000e+00,3.003000000000000114e+02,2.000200000000000045e+03,5.000500000000000114e+02,3.503500000000000227e+02,5.597620638054117716e-05
1.500150000000000091e+03,0.000000000000000000e+00,3.503500000000000227e+02,2.000200000000000045e+03,5.000500000000000114e+02,4.004000000000000341e+02,1.865873546018039352e-05
1.500150000000000091e+03,0.000000000000000000e+00,4.004000000000000341e+02,2.000200000000000045e+03,5.000500000000000114e+02,4.504500000000000455e+02,1.791238604177317791e-05
1.500150000000000091e+03,0.000000000000000000e+00,4.504500000000000455e+02,2.000200000000000045e+03,5.000500000000000114e+02,5.005000000000000568e+02,1.418063894973709819e-05
1.500150000000000091e+03,0.000000000000000000e+00,5.005000000000000568e+02,2.000200000000000045e+03,5.000500000000000114e+02,5.505500000000000682e+02,8.209843602479373350e-06
1.500150000000000091e+03,0.000000000000000000e+00,5.505500000000000682e+02,2.000200000000000045e+03,5.000500000000000114e+02,6.006000000000000227e+02,5.970795347257725688e-06
1.500150000000000091e+03,0.000000000000000000e+00,6.006000000000000227e+02,2.000200000000000045e+03,5.000500000000000114e+02,6.506499999999999773e+02,5.224445928850510083e-06
1.500150000000000091e+03,0.000000000000000000e+00,6.506500000000000909e+02,2.000200000000000045e+03,5.000500000000000114e+02,7.007000000000000455e+02,6.717144765664941293e-06
1.500150000000000091e+03,0.000000000000000000e+00,7.007000000000000455e+02,2.000200000000000045e+03,5.000500000000000114e+02,7.507500000000000000e+02,2.985397673628862844e-06
1.500150000000000091e+03,0.000000000000000000e+00,7.507500000000001137e+02,2.000200000000000045e+03,5.000500000000000114e+02,8.008000000000000682e+02,1.044889185770102017e-05
1.500150000000000091e+03,0.000000000000000000e+00,8.008000000000000682e+02,2.000200000000000045e+03,5.000500000000000114e+02,8.508500000000000227e+02,2.239048255221647239e-06
1.500150000000000091e+03,0.000000000000000000e+00,8.508500000000000227e+02,2.000200000000000045e+03,5.000500000000000114e+02,9.008999999999999773e+02,1.492698836814431422e-06
1.500150000000000091e+03,0.000000000000000000e+00,9.009000000000000909e+02,2.000200000000000045e+03,5.000500000000000114e+02,9.509500000000000455e+02,7.463494184072157110e-07
1.500150000000000091e+03,0.000000000000000000e+00,9.509500000000000455e+02,2.000200000000000045e+03,5.000500000000000114e+02,1.001000000000000000e+03,2.985397673628862844e-06
2.000200000000000045e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.500250000000000000e+03,5.000500000000000114e+02,5.004999999999999716e+01,2.013277556153464376e-02
2.000200000000000045e+03,0.000000000000000000e+00,5.005000000000000426e+01,2.500250000000000000e+03,5.000500000000000114e+02,1.000999999999999943e+02,3.504110519421877856e-03
2.000200000000000045e+03,0.000000000000000000e+00,1.001000000000000085e+02,2.500250000000000000e+03,5.000500000000000114e+02,1.501500000000000057e+02,4.172093248896335707e-04
2.000200000000000045e+03,0.000000000000000000e+00,1.501500000000000057e+02,2.500250000000000000e+03,5.000500000000000114e+02,2.001999999999999886e+02,1.276257505476338888e-04
2.000200000000000045e+03,0.000000000000000000e+00,2.002000000000000171e+02,2.500250000000000000e+03,5.000500000000000114e+02,2.502500000000000000e+02,6.717144765664941801e-05
2.000200000000000045e+03,0.000000000000000000e+00,2.502500000000000284e+02,2.500250000000000000e+03,5.000500000000000114e+02,3.003000000000000114e+02,3.582477208354635582e-05
2.000200000000000045e+03,0.000000000000000000e+00,3.003000000000000114e+02,2.500250000000000000e+03,5.000500000000000114e+02,3.503500000000000227e+02,1.940508487858760912e-05
2.000200000000000045e+03,0.000000000000000000e+00,3.503500000000000227e+02,2.500250000000000000e+03,5.000500000000000114e+02,4.004000000000000341e+02,1.044889185770102017e-05
2.000200000000000045e+03,0.000000000000000000e+00,4.004000000000000341e+02,2.500250000000000000e+03,5.000500000000000114e+02,4.504500000000000455e+02,1.119524127610823577e-05
2.000200000000000045e+03,0.000000000000000000e+00,4.504500000000000455e+02,2.500250000000000000e+03,5.000500000000000114e+02,5.005000000000000568e+02,8.209843602479373350e-06
2.000200000000000045e+03,0.000000000000000000e+00,5.005000000000000568e+02,2.500250000000000000e+03,5.000500000000000114e+02,5.505500000000000682e+02,5.970795347257725688e-06
2.000200000000000045e+03,0.000000000000000000e+00,5.505500000000000682e+02,2.500250000000000000e+03,5.000500000000000114e+02,6.006000000000000227e+02,7.463494184072156898e-06
2.000200000000000045e+03,0.000000000000000000e+00,6.006000000000000227e+02,2.500250000000000000e+03,5.000500000000000114e+02,6.506499999999999773e+02,2.239048255221647239e-06
2.000200000000000045e+03,0.000000000000000000e+00,6.506500000000000909e+02,2.500250000000000000e+03,5.000500000000000114e+02,7.007000000000000455e+02,4.478096510443294478e-06
2.000200000000000045e+03,0.000000000000000000e+00,7.007000000000000455e+02,2.500250000000000000e+03,5.000500000000000114e+02,7.507500000000000000e+02,4.478096510443294478e-06
2.000200000000000045e+03,0.000000000000000000e+00,7.507500000000001137e+02,2.500250000000000000e+03,5.000500000000000114e+02,8.008000000000000682e+02,1.641968720495874670e-05
2.000200000000000045e+03,0.000000000000000000e+00,8.008000000000000682e+02,2.500250000000000000e+03,5.000500000000000114e+02,8.508500000000000227e+02,3.731747092036078449e-06
2.000200000000000045e+03,0.000000000000000000e+00,8.508500000000000227e+02,2.500250000000000000e+03,5.000500000000000114e+02,9.008999999999999773e+02,1.492698836814431422e-06
2.000200000000000045e+03,0.000000000000000000e+00,9.009000000000000909e+02,2.500250000000000000e+03,5.000500000000000114e+02,9.509500000000000455e+02,0.000000000000000000e+00
2.000200000000000045e+03,0.000000000000000000e+00,9.509500000000000455e+02,2.500250000000000000e+03,5.000500000000000114e+02,1.001000000000000000e+03,1.492698836814431422e-06
2.500250000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.000300000000000182e+03,5.000500000000000114e+02,5.004999999999999716e+01,1.094819961861544753e-02
2.500250000000000000e+03,0.000000000000000000e+00,5.005000000000000426e+01,3.000300000000000182e+03,5.000500000000000114e+02,1.000999999999999943e+02,1.927820547745838064e-03
2.500250000000000000e+03,0.000000000000000000e+00,1.001000000000000085e+02,3.000300000000000182e+03,5.000500000000000114e+02,1.501500000000000057e+02,2.239048255221647086e-04
2.500250000000000000e+03,0.000000000000000000e+00,1.501500000000000057e+02,3.000300000000000182e+03,5.000500000000000114e+02,2.001999999999999886e+02,6.418604998302055559e-05
2.500250000000000000e+03,0.000000000000000000e+00,2.002000000000000171e+02,3.000300000000000182e+03,5.000500000000000114e+02,2.502500000000000000e+02,4.776636277806180550e-05
2.500250000000000000e+03,0.000000000000000000e+00,2.502500000000000284e+02,3.000300000000000182e+03,5.000500000000000114e+02,3.003000000000000114e+02,1.865873546018039352e-05
2.500250000000000000e+03,0.000000000000000000e+00,3.003000000000000114e+02,3.000300000000000182e+03,5.000500000000000114e+02,3.503500000000000227e+02,1.343428953132988259e-05
2.500250000000000000e+03,0.000000000000000000e+00,3.503500000000000227e+02,3.000300000000000182e+03,5.000500000000000114e+02,4.004000000000000341e+02,8.956193020886588955e-06
2.500250000000000000e+03,0.000000000000000000e+00,4.004000000000000341e+02,3.000300000000000182e+03,5.000500000000000114e+02,4.504500000000000455e+02,5.224445928850510083e-06
2.500250000000000000e+03,0.000000000000000000e+00,4.504500000000000455e+02,3.000300000000000182e+03,5.000500000000000114e+02,5.005000000000000568e+02,5.970795347257725688e-06
2.500250000000000000e+03,0.000000000000000000e+00,5.005000000000000568e+02,3.000300000000000182e+03,5.000500000000000114e+02,5.505500000000000682e+02,2.985397673628862844e-06
2.500250000000000000e+03,0.000000000000000000e+00,5.505500000000000682e+02,3.000300000000000182e+03,5.000500000000000114e+02,6.006000000000000227e+02,2.239048255221647239e-06
2.500250000000000000e+03,0.000000000000000000e+00,6.006000000000000227e+02,3.000300000000000182e+03,5.000500000000000114e+02,6.506499999999999773e+02,2.239048255221647239e-06
2.500250000000000000e+03,0.000000000000000000e+00,6.506500000000000909e+02,3.000300000000000182e+03,5.000500000000000114e+02,7.007000000000000455e+02,7.463494184072157110e-07
2.500250000000000000e+03,0.000000000000000000e+00,7.007000000000000455e+02,3.000300000000000182e+03,5.000500000000000114e+02,7.507500000000000000e+02,7.463494184072157110e-07
2.500250000000000000e+03,0.000000000000000000e+00,7.507500000000001137e+02,3.000300000000000182e+03,5.000500000000000114e+02,8.008000000000000682e+02,7.463494184072156898e-06
2.500250000000000000e+03,0.000000000000000000e+00,8.008000000000000682e+02,3.000300000000000182e+03,5.000500000000000114e+02,8.508500000000000227e+02,7.463494184072157110e-07
2.500250000000000000e+03,0.000000000000000000e+00,8.508500000000000227e+02,3.000300000000000182e+03,5.000500000000000114e+02,9.008999999999999773e+02,7.463494184072157110e-07
2.500250000000000000e+03,0.000000000000000000e+00,9.009000000000000909e+02,3.000300000000000182e+03,5.000500000000000114e+02,9.509500000000000455e+02,7.463494184072157110e-07
2.500250000000000000e+03,0.000000000000000000e+00,9.509500000000000455e+02,3.000300000000000182e+03,5.000500000000000114e+02,1.001000000000000000e+03,0.000000000000000000e+00
3.000300000000000182e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.500350000000000364e+03,5.000500000000000114e+02,5.004999999999999716e+01,7.188837598098301793e-03
3.000300000000000182e+03,0.000000000000000000e+00,5.005000000000000426e+01,3.500350000000000364e+03,5.000500000000000114e+02,1.000999999999999943e+02,1.034440293912400896e-03
3.000300000000000182e+03,0.000000000000000000e+00,1.001000000000000085e+02,3.500350000000000364e+03,5.000500000000000114e+02,1.501500000000000057e+02,1.485235342630359257e-04
3.000300000000000182e+03,0.000000000000000000e+00,1.501500000000000057e+02,3.500350000000000364e+03,5.000500000000000114e+02,2.001999999999999886e+02,3.507842266513914022e-05
3.000300000000000182e+03,0.000000000000000000e+00,2.002000000000000171e+02,3.500350000000000364e+03,5.000500000000000114e+02,2.502500000000000000e+02,1.791238604177317791e-05
3.000300000000000182e+03,0.000000000000000000e+00,2.502500000000000284e+02,3.500350000000000364e+03,5.000500000000000114e+02,3.003000000000000114e+02,1.194159069451545138e-05
3.000300000000000182e+03,0.000000000000000000e+00,3.003000000000000114e+02,3.500350000000000364e+03,5.000500000000000114e+02,3.503500000000000227e+02,5.970795347257725688e-06
3.000300000000000182e+03,0.000000000000000000e+00,3.503500000000000227e+02,3.500350000000000364e+03,5.000500000000000114e+02,4.004000000000000341e+02,8.209843602479373350e-06
3.000300000000000182e+03,0.000000000000000000e+00,4.004000000000000341e+02,3.500350000000000364e+03,5.000500000000000114e+02,4.504500000000000455e+02,7.463494184072156898e-06
3.000300000000000182e+03,0.000000000000000000e+00,4.504500000000000455e+02,3.500350000000000364e+03,5.000500000000000114e+02,5.005000000000000568e+02,7.463494184072157110e-07
3.000300000000000182e+03,0.000000000000000000e+00,5.005000000000000568e+02,3.500350000000000364e+03,5.000500000000000114e+02,5.505500000000000682e+02,2.239048255221647239e-06
3.000300000000000182e+03,0.000000000000000000e+00,5.505500000000000682e+02,3.500350000000000364e+03,5.000500000000000114e+02,6.006000000000000227e+02,2.985397673628862844e-06
3.000300000000000182e+03,0.000000000000000000e+00,6.006000000000000227e+02,3.500350000000000364e+03,5.000500000000000114e+02,6.506499999999999773e+02,0.000000000000000000e+00
3.000300000000000182e+03,0.000000000000000000e+00,6.506500000000000909e+02,3.500350000000000364e+03,5.000500000000000114e+02,7.007000000000000455e+02,7.463494184072157110e-07
3.000300000000000182e+03,0.000000000000000000e+00,7.007000000000000455e+02,3.500350000000000364e+03,5.000500000000000114e+02,7.507500000000000000e+02,7.463494184072157110e-07
3.000300000000000182e+03,0.000000000000000000e+00,7.507500000000001137e+02,3.500350000000000364e+03,5.000500000000000114e+02,8.008000000000000682e+02,1.492698836814431422e-06
3.000300000000000182e+03,0.000000000000000000e+00,8.008000000000000682e+02,3.500350000000000364e+03,5.000500000000000114e+02,8.508500000000000227e+02,7.463494184072157110e-07
3.000300000000000182e+03,0.000000000000000000e+00,8.508500000000000227e+02,3.500350000000000364e+03,5.000500000000000114e+02,9.008999999999999773e+02,2.985397673628862844e-06
3.000300000000000182e+03,0.000000000000000000e+00,9.009000000000000909e+02,3.500350000000000364e+03,5.000500000000000114e+02,9.509500000000000455e+02,2.239048255221647239e-06
3.000300000000000182e+03,0.000000000000000000e+00,9.509500000000000455e+02,3.500350000000000364e+03,5.000500000000000114e+02,1.001000000000000000e+03,0.000000000000000000e+00
3.500349999999999909e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.000400000000000091e+03,5.000500000000000114e+02,5.004999999999999716e+01,5.136376697478458458e-03
3.500349999999999909e+03,0.000000000000000000e+00,5.005000000000000426e+01,4.000400000000000091e+03,5.000500000000000114e+02,1.000999999999999943e+02,5.500595213661180162e-04
3.500349999999999909e+03,0.000000000000000000e+00,1.001000000000000085e+02,4.000400000000000091e+03,5.000500000000000114e+02,1.501500000000000057e+02,6.418604998302055559e-05
3.500349999999999909e+03,0.000000000000000000e+00,1.501500000000000057e+02,4.000400000000000091e+03,5.000500000000000114e+02,2.001999999999999886e+02,2.388318138903090275e-05
3.500349999999999909e+03,0.000000000000000000e+00,2.002000000000000171e+02,4.000400000000000091e+03,5.000500000000000114e+02,2.502500000000000000e+02,1.865873546018039352e-05
3.500349999999999909e+03,0.000000000000000000e+00,2.502500000000000284e+02,4.000400000000000091e+03,5.000500000000000114e+02,3.003000000000000114e+02,5.224445928850510083e-06
3.500349999999999909e+03,0.000000000000000000e+00,3.003000000000000114e+02,4.000400000000000091e+03,5.000500000000000114e+02,3.503500000000000227e+02,4.478096510443294478e-06
3.500349999999999909e+03,0.000000000000000000e+00,3.503500000000000227e+02,4.000400000000000091e+03,5.000500000000000114e+02,4.004000000000000341e+02,2.239048255221647239e-06
3.500349999999999909e+03,0.000000000000000000e+00,4.004000000000000341e+02,4.000400000000000091e+03,5.000500000000000114e+02,4.504500000000000455e+02,7.463494184072157110e-07
3.500349999999999909e+03,0.000000000000000000e+00,4.504500000000000455e+02,4.000400000000000091e+03,5.000500000000000114e+02,5.005000000000000568e+02,7.463494184072157110e-07
3.500349999999999909e+03,0.000000000000000000e+00,5.005000000000000568e+02,4.000400000000000091e+03,5.000500000000000114e+02,5.505500000000000682e+02,7.463494184072157110e-07
3.500349999999999909e+03,0.000000000000000000e+00,5.505500000000000682e+02,4.000400000000000091e+03,5.000500000000000114e+02,6.006000000000000227e+02,7.463494184072157110e-07
3.500349999999999909e+03,0.000000000000000000e+00,6.006000000000000227e+02,4.000400000000000091e+03,5.000500000000000114e+02,6.506499999999999773e+02,0.000000000000000000e+00
3.500349999999999909e+03,0.000000000000000000e+00,6.506500000000000909e+02,4.000400000000000091e+03,5.000500000000000114e+02,7.007000000000000455e+02,0.000000000000000000e+00
3.500349999999999909e+03,0.000000000000000000e+00,7.007000000000000455e+02,4.000400000000000091e+03,5.000500000000000114e+02,7.507500000000000000e+02,7.463494184072157110e-07
3.500349999999999909e+03,0.000000000000000000e+00,7.507500000000001137e+02,4.000400000000000091e+03,5.000500000000000114e+02,8.008000000000000682e+02,2.239048255221647239e-06
3.500349999999999909e+03,0.000000000000000000e+00,8.008000000000000682e+02,4.000400000000000091e+03,5.000500000000000114e+02,8.508500000000000227e+02,1.492698836814431422e-06
3.500349999999999909e+03,0.000000000000000000e+00,8.508500000000000227e+02,4.000400000000000091e+03,5.000500000000000114e+02,9.008999999999999773e+02,0.000000000000000000e+00
3.500349999999999909e+03,0.000000000000000000e+00,9.009000000000000909e+02,4.000400000000000091e+03,5.000500000000000114e+02,9.509500000000000455e+02,0.000000000000000000e+00
3.500349999999999909e+03,0.000000000000000000e+00,9.509500000000000455e+02,4.000400000000000091e+03,5.000500000000000114e+02,1.001000000000000000e+03,0.000000000000000000e+00
4.000400000000000091e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.500449999999999818e+03,5.000500000000000114e+02,5.004999999999999716e+01,3.048091024775068884e-03
4.000400000000000091e+03,0.000000000000000000e+00,5.005000000000000426e+01,4.500449999999999818e+03,5.000500000000000114e+02,1.000999999999999943e+02,3.545159737434274870e-04
4.000400000000000091e+03,0.000000000000000000e+00,1.001000000000000085e+02,4.500449999999999818e+03,5.000500000000000114e+02,1.501500000000000057e+02,5.373715812531953034e-05
4.000400000000000091e+03,0.000000000000000000e+00,1.501500000000000057e+02,4.500449999999999818e+03,5.000500000000000114e+02,2.001999999999999886e+02,2.164413313380925594e-05
4.000400000000000091e+03,0.000000000000000000e+00,2.002000000000000171e+02,4.500449999999999818e+03,5.000500000000000114e+02,2.502500000000000000e+02,5.970795347257725688e-06
